date,wti_spot,brent_spot,wti_fut_1,wti_fut_2,wti_fut_3,wti_fut_4,usa_net_import,usa_stocks_all,usa_stocks_spr,usa_l48_prod,opec_tot_prod,opec_crud_capac,opec_surp_capac,non-opec_tot_prod,oecd_cons,non-oecd_cons,world_cons
2010-01-01,79.07000000000001,77.1925,79.07,79.77250000000001,80.46000000000001,81.00500000000001,8.323,1033.243,726.617,4.864,33.855902,33.477104,4.5,53.09629347,45.532182753,38.541242012,84.073424765
2010-01-08,82.34400000000001,79.818,82.374,82.95400000000001,83.514,84.05199999999999,8.863,1036.941,726.616,4.864,33.91204990322581,33.46562174193548,4.45483870967742,53.17815081358064,45.99578490667742,39.155907338709675,85.1516922453871
2010-01-15,80.06,78.30999999999999,80.07000000000001,80.494,81.05799999999999,81.676,8.507,1036.47,726.616,4.766,33.96819780645161,33.45413948387097,4.409677419354838,53.26000815716129,46.459387060354835,39.77057266541935,86.2299597257742
2010-01-22,76.6225,74.2825,76.815,77.1275,77.6575,78.26,7.834,1032.581,726.615,4.766,34.02434570967742,33.44265722580645,4.364516129032258,53.34186550074194,46.922989214032256,40.38523799212903,87.30822720616129
2010-01-29,73.93599999999999,71.882,74.03399999999999,74.482,75.068,75.63199999999999,8.393,1034.898,726.615,4.766,34.080493612903226,33.43117496774194,4.319354838709677,53.42372284432258,47.38659136770968,40.99990331883871,88.38649468654839
2010-02-05,74.572,72.53999999999999,74.59400000000001,75.024,75.6,76.16999999999999,8.309,1037.189,726.612,4.847,34.109579,33.420937714285714,4.285714285714286,53.50770098628571,47.55911546271429,41.24191598942857,88.80103145214287
2010-02-12,73.88000000000001,70.852,73.91399999999999,74.32000000000001,74.81400000000001,75.326,8.515,1040.274,726.612,4.854,34.1183675,33.41163421428571,4.260714285714286,53.59326972703572,47.513331013714286,41.20443916792857,88.71777018164286
2010-02-19,78.2475,75.8,78.30250000000001,78.6575,79.11,79.5625,9.051,1043.308,726.612,4.854,34.127156,33.40233071428572,4.235714285714286,53.67883846778572,47.46754656471429,41.16696234642857,88.63450891114286
2010-02-26,79.22200000000001,76.226,79.37,79.704,80.102,80.49,9.203,1047.34,726.61,4.856,34.1359445,33.393027214285716,4.210714285714285,53.764407208535715,47.42176211571429,41.12948552492857,88.55124764064286
2010-03-05,80.19,77.862,80.192,80.59,81.006,81.406,8.459,1048.808,726.608,4.871,34.155002483870966,33.41344103225806,4.206451612903226,53.82371572354839,47.26314467377419,41.13299184896774,88.39613652274193
2010-03-12,81.756,79.364,81.76,82.114,82.506,82.924,8.395,1049.82,726.608,4.883,34.18176258064516,33.45614283870968,4.217741935483871,53.863329069258064,47.01990248712904,41.167235532161286,88.18713801929033
2010-03-19,81.442,79.054,81.462,81.75399999999999,82.12,82.48999999999998,9.364,1057.064,726.607,4.883,34.20852267741935,33.49884464516129,4.2290322580645165,53.90294241496774,46.776660300483876,41.20147921535484,87.9781395158387
2010-03-26,80.646,78.382,80.85999999999999,81.26400000000001,81.692,82.06199999999998,9.027,1059.993,726.607,4.831,34.23528277419355,33.5415464516129,4.240322580645161,53.94255576067742,46.533418113838714,41.23572289854838,87.7691410123871
2010-04-02,83.00999999999999,80.5875,83.2925,83.72,84.13499999999999,84.43249999999999,9.528,1062.138,726.606,4.836,34.258702400000004,33.5779873,4.25,53.989941916233334,46.28699596066667,41.249809648066666,87.53680560873335
2010-04-09,85.662,83.88399999999999,85.93,86.49000000000001,87.142,87.65599999999999,8.847,1059.934,726.604,4.866,34.2620792,33.576862399999996,4.25,54.083964930866664,46.021494008333335,41.142954795533335,87.16444880386666
2010-04-16,84.34200000000001,85.23400000000001,84.596,85.708,86.91399999999999,87.704,9.579,1061.826,726.602,4.866,34.265456,33.5757375,4.25,54.1779879455,45.755992056,41.036099942999996,86.792091999
2010-04-23,82.902,84.60799999999999,83.48,85.058,86.35400000000001,87.178,9.647,1063.788,726.601,4.865,34.2688328,33.5746126,4.25,54.272010960133336,45.490490103666666,40.929245090466665,86.41973519413332
2010-04-30,84.21799999999999,85.982,84.23599999999999,86.55,88.03999999999999,88.886,9.917,1066.543,726.601,4.865,34.2722096,33.5734877,4.25,54.366033974766665,45.224988151333335,40.822390237933334,86.04737838926667
2010-05-07,80.24000000000001,82.49600000000001,80.224,83.31800000000001,84.922,85.84199999999998,9.653,1068.46,726.599,4.884,34.391930967741935,33.58990887096774,4.153280580645161,54.282706638129035,45.576458207838705,41.24510332048387,86.82156152832258
2010-05-14,74.97999999999999,78.32399999999998,74.96600000000001,79.062,81.20000000000002,82.372,9.795,1068.62,726.597,4.866,34.53104309677419,33.609254387096776,4.040441258064516,54.1698209096129,46.03075693248387,41.75607772554839,87.78683465803226
2010-05-21,69.136,72.172,69.482,72.174,73.588,74.53800000000001,9.894,1071.08,726.597,4.887,34.67015522580645,33.628599903225805,3.927601935483871,54.056935181096776,46.48505565712903,42.2670521306129,88.75210778774193
2010-05-28,70.618,70.79,71.798,73.008,73.922,74.634,9.421,1069.176,726.595,4.872,34.80926735483871,33.64794541935484,3.814762612903226,53.94404945258065,46.93935438177419,42.77802653567742,89.7173809174516
2010-06-04,72.9075,72.70500000000001,72.89,74.3125,75.385,76.2525,9.501,1067.501,726.595,4.882,34.8821551,33.6336,3.7302882,53.9121118411,47.177121219099995,42.8887725859,90.065893805
2010-06-11,73.436,72.76200000000001,73.41400000000002,74.65799999999999,75.654,76.454,9.665,1069.19,726.594,4.895,34.866743666666665,33.574333333333335,3.6836336666666667,53.98810505233334,47.12617887333333,42.465880829666666,89.59205970299999
2010-06-18,76.7,76.218,76.74000000000001,77.842,78.754,79.51200000000001,10.079,1071.207,726.594,4.895,34.85133223333333,33.51506666666667,3.6369791333333334,54.06409826356667,47.075236527566666,42.04298907343333,89.118225601
2010-06-25,77.06,76.642,77.35,78.014,78.67,79.28399999999999,9.448,1069.198,726.592,4.895,34.8359208,33.4558,3.5903246,54.1400914748,47.024294181799995,41.6200973172,88.644391499
2010-07-02,74.958,73.858,74.982,75.53799999999998,76.034,76.548,9.38,1064.153,726.591,4.893,34.82214425806451,33.40403751612903,3.550324193548387,54.20303118183871,46.998569096612904,41.28176684609678,88.28033594270968
2010-07-09,74.38749999999999,73.9525,74.39500000000001,74.9525,75.475,76.0725,9.248,1059.095,726.591,4.83,34.81817706451613,33.39730012903226,3.550248548387097,54.18764986370968,47.124147574903226,41.450804085774195,88.57495166067741
2010-07-16,76.348,75.7,76.35400000000001,76.774,77.16400000000002,77.702,9.944,1059.455,726.591,4.911,34.81420987096774,33.39056274193548,3.5501729032258065,54.17226854558064,47.24972605319355,41.61984132545162,88.86956737864517
2010-07-23,77.562,76.64200000000001,77.76400000000001,78.09200000000001,78.544,79.036,11.12,1066.761,726.589,4.911,34.81024267741935,33.38382535483871,3.550097258064516,54.15688722745161,47.37530453148387,41.78887856512903,89.1641830966129
2010-07-30,78.12,77.236,78.156,78.586,79.136,79.66999999999999,9.596,1063.977,726.589,4.874,34.80627548387096,33.377087967741936,3.5500216129032256,54.14150590932258,47.50088300977419,41.957915804806454,89.45879881458065
2010-08-06,81.786,82.694,81.814,82.25800000000001,82.81199999999998,83.346,9.408,1060.976,726.586,4.857,34.80765070967742,33.37192767741936,3.55,54.160801500709674,47.62086558048387,42.12274007658065,89.74360565706452
